timestamp_ns,mode,workload,seed,occupancy
1000000,0,1,5,0
2000000,0,1,5,0
3000000,0,1,5,0
4000000,0,1,5,0
5000000,0,1,5,0
6000000,0,1,5,0
7000000,0,1,5,0
8000000,0,1,5,0
9000000,0,1,5,0
10000000,0,1,5,0
11000000,0,1,5,0
12000000,0,1,5,0
13000000,0,1,5,0
14000000,0,1,5,0
15000000,0,1,5,0
16000000,0,1,5,0
17000000,0,1,5,0
18000000,0,1,5,0
19000000,0,1,5,0
20000000,0,1,5,0
21000000,0,1,5,0
22000000,0,1,5,0
23000000,0,1,5,0
24000000,0,1,5,0
25000000,0,1,5,0
26000000,0,1,5,0
27000000,0,1,5,0
28000000,0,1,5,0
29000000,0,1,5,0
30000000,0,1,5,0
31000000,0,1,5,0
32000000,0,1,5,0
33000000,0,1,5,0
34000000,0,1,5,0
35000000,0,1,5,0
36000000,0,1,5,0
37000000,0,1,5,0
38000000,0,1,5,0
39000000,0,1,5,0
40000000,0,1,5,0
41000000,0,1,5,0
42000000,0,1,5,0
43000000,0,1,5,0
44000000,0,1,5,0
45000000,0,1,5,0
46000000,0,1,5,0
47000000,0,1,5,0
48000000,0,1,5,0
49000000,0,1,5,0
50000000,0,1,5,0
51000000,0,1,5,0
52000000,0,1,5,0
53000000,0,1,5,0
54000000,0,1,5,0
55000000,0,1,5,0
56000000,0,1,5,0
57000000,0,1,5,0
58000000,0,1,5,0
59000000,0,1,5,0
60000000,0,1,5,0
61000000,0,1,5,0
62000000,0,1,5,0
63000000,0,1,5,0
64000000,0,1,5,0
65000000,0,1,5,0
66000000,0,1,5,0
67000000,0,1,5,0
68000000,0,1,5,0
69000000,0,1,5,0
70000000,0,1,5,0
71000000,0,1,5,0
72000000,0,1,5,0
73000000,0,1,5,0
74000000,0,1,5,0
75000000,0,1,5,0
76000000,0,1,5,0
77000000,0,1,5,0
78000000,0,1,5,0
79000000,0,1,5,0
80000000,0,1,5,0
81000000,0,1,5,0
82000000,0,1,5,0
83000000,0,1,5,0
84000000,0,1,5,0
85000000,0,1,5,0
86000000,0,1,5,0
87000000,0,1,5,0
88000000,0,1,5,0
89000000,0,1,5,0
90000000,0,1,5,0
91000000,0,1,5,0
92000000,0,1,5,0
93000000,0,1,5,0
94000000,0,1,5,0
95000000,0,1,5,0
96000000,0,1,5,0
97000000,0,1,5,0
98000000,0,1,5,0
99000000,0,1,5,0
100000000,0,1,5,0
101000000,0,1,5,0
102000000,0,1,5,0
103000000,0,1,5,0
104000000,0,1,5,0
105000000,0,1,5,0
106000000,0,1,5,0
107000000,0,1,5,0
108000000,0,1,5,0
109000000,0,1,5,0
110000000,0,1,5,0
111000000,0,1,5,0
112000000,0,1,5,0
113000000,0,1,5,0
114000000,0,1,5,0
115000000,0,1,5,0
116000000,0,1,5,0
117000000,0,1,5,0
118000000,0,1,5,0
119000000,0,1,5,0
120000000,0,1,5,0
121000000,0,1,5,0
122000000,0,1,5,0
123000000,0,1,5,0
124000000,0,1,5,0
125000000,0,1,5,0
126000000,0,1,5,0
127000000,0,1,5,0
128000000,0,1,5,0
129000000,0,1,5,0
130000000,0,1,5,0
131000000,0,1,5,0
132000000,0,1,5,0
133000000,0,1,5,0
134000000,0,1,5,0
135000000,0,1,5,0
136000000,0,1,5,0
137000000,0,1,5,0
138000000,0,1,5,0
139000000,0,1,5,0
140000000,0,1,5,0
141000000,0,1,5,0
142000000,0,1,5,0
143000000,0,1,5,0
144000000,0,1,5,0
145000000,0,1,5,0
146000000,0,1,5,0
147000000,0,1,5,0
148000000,0,1,5,0
149000000,0,1,5,0
150000000,0,1,5,0
151000000,0,1,5,0
152000000,0,1,5,0
153000000,0,1,5,0
154000000,0,1,5,0
155000000,0,1,5,0
156000000,0,1,5,0
157000000,0,1,5,0
158000000,0,1,5,0
159000000,0,1,5,0
160000000,0,1,5,0
161000000,0,1,5,0
162000000,0,1,5,0
